feedback_id,survey_id,guest_id,store_id,feedback_date,product_name,product_category,seasonal_flag,seasonal_drink_awareness,trial_flag,product_rating,repeat_purchase_intent,sweetness_feedback,price_value_feedback,guest_segment,data_source
PFD-001031,SVY-001638,GST-001638,BB-078,2024-04-15,Pumpkin Spice Latte,espresso,1,1,1,5,3,not_sweet_enough,good_value,seasonal_product_explorer,synthetic
PFD-001032,SVY-001639,GST-001639,BB-087,2024-04-08,Breakfast Burrito,food,0,0,1,5,3,balanced,good_value,mobile_first_guest,synthetic
PFD-001033,SVY-001641,GST-001641,BB-015,2024-05-21,Oat Milk Cortado,espresso,0,0,1,3,4,not_sweet_enough,good_value,mobile_first_guest,synthetic
PFD-001034,SVY-001642,GST-001642,BB-035,2024-01-23,Cold Brew,cold_brew,0,0,1,4,4,too_sweet,fair,loyalty_regular,synthetic
PFD-001035,SVY-001644,GST-001644,BB-069,2024-03-10,Avocado Toast,food,0,1,1,2,2,too_sweet,fair,price_sensitive_guest,synthetic
PFD-001036,SVY-001645,GST-001645,BB-026,2024-04-24,Seasonal Cold Brew,cold_brew,1,1,1,2,3,not_sweet_enough,good_value,occasional_guest,synthetic
PFD-001037,SVY-001646,GST-001646,BB-059,2024-04-02,Iced Matcha Latte,tea,0,0,1,2,1,balanced,fair,at_risk_guest,synthetic
PFD-001038,SVY-001647,GST-001647,BB-071,2024-04-16,Blueberry Muffin,bakery,0,0,1,5,3,too_sweet,fair,mobile_first_guest,synthetic
PFD-001039,SVY-001648,GST-001648,BB-062,2024-03-24,Seasonal Cold Brew,cold_brew,1,0,1,5,2,too_sweet,good_value,loyalty_regular,synthetic
PFD-001040,SVY-001649,GST-001649,BB-041,2024-06-10,Chocolate Croissant,bakery,0,0,1,5,4,balanced,fair,seasonal_product_explorer,synthetic
PFD-001041,SVY-001651,GST-001651,BB-037,2024-04-10,Seasonal Cold Brew,cold_brew,1,1,1,4,1,too_sweet,too_expensive,price_sensitive_guest,synthetic
PFD-001042,SVY-001653,GST-001653,BB-042,2024-05-21,Seasonal Cold Brew,cold_brew,1,1,1,3,2,balanced,good_value,at_risk_guest,synthetic
PFD-001043,SVY-001654,GST-001654,BB-058,2024-03-16,Avocado Toast,food,0,0,1,3,3,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001044,SVY-001655,GST-001655,BB-069,2024-04-08,Breakfast Burrito,food,0,0,1,3,4,not_sweet_enough,fair,occasional_guest,synthetic
PFD-001045,SVY-001656,GST-001656,BB-047,2024-06-24,Oat Milk Cortado,espresso,0,0,1,5,3,balanced,good_value,loyalty_regular,synthetic
PFD-001046,SVY-001657,GST-001657,BB-004,2024-02-19,Pumpkin Spice Latte,espresso,1,1,1,2,2,balanced,fair,mobile_first_guest,synthetic
PFD-001047,SVY-001658,GST-001658,BB-075,2024-03-06,Classic Latte,espresso,0,0,1,5,4,balanced,fair,loyalty_regular,synthetic
PFD-001048,SVY-001659,GST-001659,BB-023,2024-03-27,Breakfast Burrito,food,0,0,1,3,3,balanced,fair,price_sensitive_guest,synthetic
PFD-001049,SVY-001660,GST-001660,BB-084,2024-05-22,Iced Matcha Latte,tea,0,0,1,5,4,not_sweet_enough,good_value,price_sensitive_guest,synthetic
PFD-001050,SVY-001661,GST-001661,BB-079,2024-06-20,Nitro Cold Brew,cold_brew,0,0,1,3,1,not_sweet_enough,fair,occasional_guest,synthetic
PFD-001051,SVY-001662,GST-001662,BB-039,2024-05-31,Oat Milk Cortado,espresso,0,1,1,5,5,too_sweet,good_value,loyalty_regular,synthetic
PFD-001052,SVY-001663,GST-001663,BB-086,2024-06-16,Cold Brew,cold_brew,0,1,1,4,5,too_sweet,fair,occasional_guest,synthetic
PFD-001053,SVY-001664,GST-001664,BB-050,2024-01-09,Caramel Macchiato,espresso,0,1,1,4,3,balanced,good_value,loyalty_regular,synthetic
PFD-001054,SVY-001666,GST-001666,BB-034,2024-01-25,Blueberry Muffin,bakery,0,0,1,5,3,balanced,fair,occasional_guest,synthetic
PFD-001055,SVY-001669,GST-001669,BB-067,2024-06-25,Seasonal Cold Brew,cold_brew,1,1,1,4,1,too_sweet,too_expensive,mobile_first_guest,synthetic
PFD-001056,SVY-001670,GST-001670,BB-051,2024-03-07,Oat Milk Cortado,espresso,0,1,1,5,5,balanced,good_value,loyalty_regular,synthetic
PFD-001057,SVY-001671,GST-001671,BB-013,2024-03-07,Nitro Cold Brew,cold_brew,0,0,1,5,4,not_sweet_enough,good_value,loyalty_regular,synthetic
PFD-001058,SVY-001673,GST-001673,BB-071,2024-02-24,Pumpkin Spice Latte,espresso,1,1,1,5,4,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001059,SVY-001674,GST-001674,BB-062,2024-06-24,Cold Brew,cold_brew,0,1,1,4,5,too_sweet,good_value,occasional_guest,synthetic
PFD-001060,SVY-001675,GST-001675,BB-018,2024-03-09,Chai Tea Latte,tea,0,0,1,2,1,not_sweet_enough,fair,at_risk_guest,synthetic
PFD-001061,SVY-001676,GST-001676,BB-044,2024-03-01,Blueberry Muffin,bakery,0,1,1,4,3,balanced,good_value,loyalty_regular,synthetic
PFD-001062,SVY-001677,GST-001677,BB-049,2024-03-17,Classic Latte,espresso,0,1,1,4,3,not_sweet_enough,fair,occasional_guest,synthetic
PFD-001063,SVY-001678,GST-001678,BB-021,2024-06-17,Oat Milk Cortado,espresso,0,0,1,3,1,balanced,fair,at_risk_guest,synthetic
PFD-001064,SVY-001680,GST-001680,BB-054,2024-05-07,Seasonal Cold Brew,cold_brew,1,1,1,5,2,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001065,SVY-001682,GST-001682,BB-060,2024-04-07,Turkey Sandwich,food,0,0,1,3,3,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-001066,SVY-001683,GST-001683,BB-020,2024-04-08,Breakfast Burrito,food,0,0,1,3,3,balanced,good_value,at_risk_guest,synthetic
PFD-001067,SVY-001685,GST-001685,BB-020,2024-05-04,Chai Tea Latte,tea,0,1,1,5,5,too_sweet,fair,loyalty_regular,synthetic
PFD-001068,SVY-001686,GST-001686,BB-049,2024-03-29,Iced Matcha Latte,tea,0,1,1,4,4,too_sweet,fair,at_risk_guest,synthetic
PFD-001069,SVY-001687,GST-001687,BB-044,2024-04-25,Cold Brew,cold_brew,0,0,1,3,2,too_sweet,good_value,occasional_guest,synthetic
PFD-001070,SVY-001688,GST-001688,BB-009,2024-03-01,Seasonal Cold Brew,cold_brew,1,0,1,4,1,too_sweet,good_value,occasional_guest,synthetic
PFD-001071,SVY-001689,GST-001689,BB-051,2024-06-10,Chai Tea Latte,tea,0,0,1,5,3,balanced,good_value,occasional_guest,synthetic
PFD-001072,SVY-001690,GST-001690,BB-008,2024-01-11,Oat Milk Cortado,espresso,0,0,1,3,5,not_sweet_enough,good_value,loyalty_regular,synthetic
PFD-001073,SVY-001694,GST-001694,BB-036,2024-03-20,Cold Brew,cold_brew,0,0,1,5,4,balanced,fair,loyalty_regular,synthetic
PFD-001074,SVY-001695,GST-001695,BB-045,2024-03-13,Avocado Toast,food,0,0,1,4,3,balanced,good_value,mobile_first_guest,synthetic
PFD-001075,SVY-001697,GST-001697,BB-054,2024-06-09,Oat Milk Cortado,espresso,0,0,1,3,4,balanced,fair,mobile_first_guest,synthetic
PFD-001076,SVY-001700,GST-001700,BB-088,2024-06-27,Pumpkin Spice Latte,espresso,1,1,1,5,4,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001077,SVY-001703,GST-001703,BB-013,2024-04-10,Pumpkin Spice Latte,espresso,1,1,1,5,2,too_sweet,good_value,occasional_guest,synthetic
PFD-001078,SVY-001705,GST-001705,BB-015,2024-01-06,Chocolate Croissant,bakery,0,0,1,5,2,too_sweet,too_expensive,at_risk_guest,synthetic
PFD-001079,SVY-001707,GST-001707,BB-029,2024-06-08,Chocolate Croissant,bakery,0,1,1,4,5,balanced,good_value,loyalty_regular,synthetic
PFD-001080,SVY-001709,GST-001709,BB-068,2024-06-27,Oat Milk Cortado,espresso,0,0,1,4,4,too_sweet,good_value,mobile_first_guest,synthetic
PFD-001081,SVY-001710,GST-001710,BB-089,2024-01-12,Chai Tea Latte,tea,0,0,1,4,5,balanced,too_expensive,loyalty_regular,synthetic
PFD-001082,SVY-001711,GST-001711,BB-083,2024-06-24,Iced Matcha Latte,tea,0,0,1,4,3,balanced,too_expensive,loyalty_regular,synthetic
PFD-001083,SVY-001712,GST-001712,BB-069,2024-02-08,Turkey Sandwich,food,0,1,1,3,3,not_sweet_enough,fair,loyalty_regular,synthetic
PFD-001084,SVY-001713,GST-001713,BB-032,2024-01-26,Seasonal Cold Brew,cold_brew,1,1,1,3,2,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001085,SVY-001716,GST-001716,BB-016,2024-02-07,Chocolate Croissant,bakery,0,1,1,4,4,not_sweet_enough,fair,loyalty_regular,synthetic
PFD-001086,SVY-001717,GST-001717,BB-068,2024-02-28,Classic Latte,espresso,0,1,1,2,1,too_sweet,good_value,at_risk_guest,synthetic
PFD-001087,SVY-001718,GST-001718,BB-029,2024-06-01,Turkey Sandwich,food,0,0,1,2,3,balanced,fair,loyalty_regular,synthetic
PFD-001088,SVY-001719,GST-001719,BB-066,2024-05-30,Seasonal Cold Brew,cold_brew,1,1,1,4,4,balanced,fair,loyalty_regular,synthetic
PFD-001089,SVY-001721,GST-001721,BB-038,2024-04-02,Avocado Toast,food,0,0,1,5,4,too_sweet,too_expensive,price_sensitive_guest,synthetic
PFD-001090,SVY-001722,GST-001722,BB-023,2024-02-09,Blueberry Muffin,bakery,0,0,1,2,1,balanced,good_value,mobile_first_guest,synthetic
PFD-001091,SVY-001723,GST-001723,BB-072,2024-02-28,Chocolate Croissant,bakery,0,1,1,4,2,too_sweet,fair,seasonal_product_explorer,synthetic
PFD-001092,SVY-001726,GST-001726,BB-044,2024-04-26,Avocado Toast,food,0,0,1,3,2,balanced,fair,at_risk_guest,synthetic
PFD-001093,SVY-001727,GST-001727,BB-087,2024-02-25,Oat Milk Cortado,espresso,0,0,1,4,4,too_sweet,fair,price_sensitive_guest,synthetic
PFD-001094,SVY-001728,GST-001728,BB-050,2024-01-26,Nitro Cold Brew,cold_brew,0,0,1,4,4,balanced,fair,loyalty_regular,synthetic
PFD-001095,SVY-001729,GST-001729,BB-003,2024-04-23,Breakfast Burrito,food,0,0,1,5,4,balanced,good_value,loyalty_regular,synthetic
PFD-001096,SVY-001730,GST-001730,BB-065,2024-01-12,Breakfast Burrito,food,0,1,1,3,3,balanced,good_value,occasional_guest,synthetic
PFD-001097,SVY-001731,GST-001731,BB-087,2024-05-15,Chocolate Croissant,bakery,0,0,1,3,2,balanced,too_expensive,at_risk_guest,synthetic
PFD-001098,SVY-001732,GST-001732,BB-040,2024-01-29,Iced Matcha Latte,tea,0,0,1,4,3,too_sweet,fair,price_sensitive_guest,synthetic
PFD-001099,SVY-001733,GST-001733,BB-082,2024-03-04,Classic Latte,espresso,0,0,1,4,3,balanced,fair,loyalty_regular,synthetic
PFD-001100,SVY-001734,GST-001734,BB-036,2024-02-14,Chai Tea Latte,tea,0,1,1,4,5,too_sweet,good_value,loyalty_regular,synthetic
PFD-001101,SVY-001740,GST-001740,BB-017,2024-02-22,Chocolate Croissant,bakery,0,0,1,3,2,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-001102,SVY-001741,GST-001741,BB-005,2024-04-05,Turkey Sandwich,food,0,0,1,3,3,too_sweet,good_value,at_risk_guest,synthetic
PFD-001103,SVY-001742,GST-001742,BB-084,2024-02-25,Nitro Cold Brew,cold_brew,0,0,1,3,2,balanced,good_value,occasional_guest,synthetic
PFD-001104,SVY-001746,GST-001746,BB-056,2024-06-17,Chai Tea Latte,tea,0,0,1,5,3,balanced,good_value,loyalty_regular,synthetic
PFD-001105,SVY-001747,GST-001747,BB-028,2024-04-07,Seasonal Cold Brew,cold_brew,1,0,1,4,3,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001106,SVY-001749,GST-001749,BB-022,2024-04-05,Avocado Toast,food,0,0,1,4,4,not_sweet_enough,fair,loyalty_regular,synthetic
PFD-001107,SVY-001750,GST-001750,BB-047,2024-02-28,Turkey Sandwich,food,0,0,1,3,3,balanced,fair,loyalty_regular,synthetic
PFD-001108,SVY-001751,GST-001751,BB-044,2024-03-21,Blueberry Muffin,bakery,0,0,1,4,4,not_sweet_enough,good_value,loyalty_regular,synthetic
PFD-001109,SVY-001753,GST-001753,BB-065,2024-05-31,Pumpkin Spice Latte,espresso,1,1,1,5,3,balanced,fair,seasonal_product_explorer,synthetic
PFD-001110,SVY-001754,GST-001754,BB-032,2024-04-26,Caramel Macchiato,espresso,0,1,1,3,2,too_sweet,fair,at_risk_guest,synthetic
PFD-001111,SVY-001755,GST-001755,BB-072,2024-06-28,Chai Tea Latte,tea,0,1,1,3,2,too_sweet,good_value,occasional_guest,synthetic
PFD-001112,SVY-001759,GST-001759,BB-085,2024-03-16,Cold Brew,cold_brew,0,0,1,3,4,not_sweet_enough,too_expensive,occasional_guest,synthetic
PFD-001113,SVY-001760,GST-001760,BB-023,2024-03-10,Oat Milk Cortado,espresso,0,1,1,4,3,balanced,good_value,loyalty_regular,synthetic
PFD-001114,SVY-001761,GST-001761,BB-048,2024-01-23,Blueberry Muffin,bakery,0,0,1,3,3,balanced,fair,occasional_guest,synthetic
PFD-001115,SVY-001762,GST-001762,BB-065,2024-05-12,Seasonal Cold Brew,cold_brew,1,0,1,5,4,balanced,fair,loyalty_regular,synthetic
PFD-001116,SVY-001767,GST-001767,BB-066,2024-02-01,Chocolate Croissant,bakery,0,0,1,2,3,balanced,fair,occasional_guest,synthetic
PFD-001117,SVY-001768,GST-001768,BB-010,2024-02-08,Avocado Toast,food,0,0,1,4,3,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-001118,SVY-001770,GST-001770,BB-025,2024-04-27,Seasonal Cold Brew,cold_brew,1,1,1,5,3,too_sweet,fair,seasonal_product_explorer,synthetic
PFD-001119,SVY-001771,GST-001771,BB-090,2024-02-12,Avocado Toast,food,0,0,1,2,1,balanced,fair,at_risk_guest,synthetic
PFD-001120,SVY-001773,GST-001773,BB-009,2024-02-03,Cold Brew,cold_brew,0,0,1,5,5,not_sweet_enough,good_value,loyalty_regular,synthetic
PFD-001121,SVY-001774,GST-001774,BB-052,2024-02-26,Classic Latte,espresso,0,0,1,3,4,balanced,good_value,price_sensitive_guest,synthetic
PFD-001122,SVY-001775,GST-001775,BB-001,2024-01-26,Seasonal Cold Brew,cold_brew,1,1,1,3,4,balanced,fair,loyalty_regular,synthetic
PFD-001123,SVY-001777,GST-001777,BB-055,2024-02-28,Iced Matcha Latte,tea,0,0,1,5,4,too_sweet,good_value,loyalty_regular,synthetic
PFD-001124,SVY-001778,GST-001778,BB-026,2024-05-29,Cold Brew,cold_brew,0,1,1,3,2,balanced,fair,mobile_first_guest,synthetic
PFD-001125,SVY-001779,GST-001779,BB-057,2024-05-21,Pumpkin Spice Latte,espresso,1,1,1,4,1,balanced,good_value,mobile_first_guest,synthetic
PFD-001126,SVY-001781,GST-001781,BB-016,2024-06-10,Classic Latte,espresso,0,0,1,3,4,too_sweet,fair,at_risk_guest,synthetic
PFD-001127,SVY-001782,GST-001782,BB-051,2024-05-07,Seasonal Cold Brew,cold_brew,1,1,1,5,5,too_sweet,good_value,seasonal_product_explorer,synthetic
PFD-001128,SVY-001784,GST-001784,BB-047,2024-06-24,Iced Matcha Latte,tea,0,0,1,4,4,too_sweet,fair,loyalty_regular,synthetic
PFD-001129,SVY-001786,GST-001786,BB-047,2024-06-06,Turkey Sandwich,food,0,0,1,2,3,balanced,good_value,occasional_guest,synthetic
PFD-001130,SVY-001787,GST-001787,BB-042,2024-03-26,Chocolate Croissant,bakery,0,0,1,5,4,balanced,too_expensive,loyalty_regular,synthetic
PFD-001131,SVY-001789,GST-001789,BB-020,2024-04-24,Turkey Sandwich,food,0,1,1,5,5,too_sweet,fair,loyalty_regular,synthetic
PFD-001132,SVY-001791,GST-001791,BB-028,2024-02-26,Iced Matcha Latte,tea,0,0,1,3,2,balanced,fair,occasional_guest,synthetic
PFD-001133,SVY-001792,GST-001792,BB-009,2024-06-05,Pumpkin Spice Latte,espresso,1,0,1,4,3,balanced,too_expensive,at_risk_guest,synthetic
PFD-001134,SVY-001793,GST-001793,BB-049,2024-01-03,Oat Milk Cortado,espresso,0,1,1,5,4,balanced,fair,loyalty_regular,synthetic
PFD-001135,SVY-001794,GST-001794,BB-014,2024-02-01,Breakfast Burrito,food,0,0,1,4,4,not_sweet_enough,fair,loyalty_regular,synthetic
PFD-001136,SVY-001795,GST-001795,BB-057,2024-01-23,Chai Tea Latte,tea,0,0,1,2,1,balanced,good_value,price_sensitive_guest,synthetic
PFD-001137,SVY-001796,GST-001796,BB-056,2024-04-19,Oat Milk Cortado,espresso,0,1,1,4,4,balanced,fair,loyalty_regular,synthetic
PFD-001138,SVY-001797,GST-001797,BB-083,2024-06-08,Iced Matcha Latte,tea,0,0,1,3,3,too_sweet,fair,mobile_first_guest,synthetic
PFD-001139,SVY-001798,GST-001798,BB-016,2024-03-03,Seasonal Cold Brew,cold_brew,1,0,1,3,2,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001140,SVY-001799,GST-001799,BB-004,2024-04-28,Pumpkin Spice Latte,espresso,1,1,1,2,1,too_sweet,too_expensive,price_sensitive_guest,synthetic
PFD-001141,SVY-001800,GST-001800,BB-029,2024-06-25,Pumpkin Spice Latte,espresso,1,0,1,5,3,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001142,SVY-001801,GST-001801,BB-040,2024-02-01,Iced Matcha Latte,tea,0,0,1,5,4,not_sweet_enough,too_expensive,mobile_first_guest,synthetic
PFD-001143,SVY-001802,GST-001802,BB-012,2024-01-10,Avocado Toast,food,0,1,1,3,3,too_sweet,good_value,mobile_first_guest,synthetic
PFD-001144,SVY-001803,GST-001803,BB-059,2024-05-11,Iced Matcha Latte,tea,0,1,1,4,4,balanced,too_expensive,occasional_guest,synthetic
PFD-001145,SVY-001804,GST-001804,BB-059,2024-06-02,Nitro Cold Brew,cold_brew,0,0,1,3,2,balanced,too_expensive,occasional_guest,synthetic
PFD-001146,SVY-001805,GST-001805,BB-083,2024-05-26,Caramel Macchiato,espresso,0,0,1,4,2,balanced,too_expensive,occasional_guest,synthetic
PFD-001147,SVY-001806,GST-001806,BB-071,2024-01-17,Seasonal Cold Brew,cold_brew,1,0,1,4,1,too_sweet,good_value,occasional_guest,synthetic
PFD-001148,SVY-001811,GST-001811,BB-061,2024-05-21,Avocado Toast,food,0,0,1,4,2,too_sweet,fair,occasional_guest,synthetic
PFD-001149,SVY-001812,GST-001812,BB-065,2024-02-21,Chocolate Croissant,bakery,0,1,1,4,3,balanced,fair,seasonal_product_explorer,synthetic
PFD-001150,SVY-001815,GST-001815,BB-024,2024-03-02,Iced Matcha Latte,tea,0,0,1,3,2,balanced,fair,at_risk_guest,synthetic
PFD-001151,SVY-001816,GST-001816,BB-002,2024-05-14,Nitro Cold Brew,cold_brew,0,1,1,4,4,balanced,fair,occasional_guest,synthetic
PFD-001152,SVY-001817,GST-001817,BB-090,2024-06-26,Pumpkin Spice Latte,espresso,1,1,1,3,2,too_sweet,good_value,seasonal_product_explorer,synthetic
PFD-001153,SVY-001819,GST-001819,BB-053,2024-05-28,Seasonal Cold Brew,cold_brew,1,1,1,3,2,balanced,fair,loyalty_regular,synthetic
PFD-001154,SVY-001822,GST-001822,BB-025,2024-02-23,Blueberry Muffin,bakery,0,1,1,4,5,too_sweet,fair,loyalty_regular,synthetic
PFD-001155,SVY-001823,GST-001823,BB-016,2024-06-09,Avocado Toast,food,0,0,1,4,3,too_sweet,good_value,mobile_first_guest,synthetic
PFD-001156,SVY-001827,GST-001827,BB-048,2024-04-21,Caramel Macchiato,espresso,0,1,1,4,3,too_sweet,fair,mobile_first_guest,synthetic
PFD-001157,SVY-001828,GST-001828,BB-069,2024-03-12,Pumpkin Spice Latte,espresso,1,1,1,3,3,too_sweet,fair,seasonal_product_explorer,synthetic
PFD-001158,SVY-001832,GST-001832,BB-003,2024-06-26,Turkey Sandwich,food,0,0,1,5,4,balanced,fair,loyalty_regular,synthetic
PFD-001159,SVY-001833,GST-001833,BB-069,2024-02-04,Caramel Macchiato,espresso,0,0,1,2,2,not_sweet_enough,good_value,occasional_guest,synthetic
PFD-001160,SVY-001834,GST-001834,BB-009,2024-02-09,Caramel Macchiato,espresso,0,0,1,3,4,balanced,fair,occasional_guest,synthetic
PFD-001161,SVY-001835,GST-001835,BB-019,2024-05-16,Nitro Cold Brew,cold_brew,0,1,1,4,3,balanced,good_value,mobile_first_guest,synthetic
PFD-001162,SVY-001836,GST-001836,BB-037,2024-01-08,Avocado Toast,food,0,0,1,3,3,too_sweet,too_expensive,occasional_guest,synthetic
PFD-001163,SVY-001838,GST-001838,BB-077,2024-04-28,Pumpkin Spice Latte,espresso,1,1,1,4,5,balanced,fair,seasonal_product_explorer,synthetic
PFD-001164,SVY-001839,GST-001839,BB-026,2024-06-05,Seasonal Cold Brew,cold_brew,1,1,1,4,3,too_sweet,fair,seasonal_product_explorer,synthetic
PFD-001165,SVY-001840,GST-001840,BB-051,2024-01-20,Chocolate Croissant,bakery,0,1,1,4,4,balanced,good_value,price_sensitive_guest,synthetic
PFD-001166,SVY-001841,GST-001841,BB-028,2024-01-31,Seasonal Cold Brew,cold_brew,1,0,1,4,2,balanced,too_expensive,occasional_guest,synthetic
PFD-001167,SVY-001842,GST-001842,BB-029,2024-02-24,Pumpkin Spice Latte,espresso,1,1,1,5,2,too_sweet,fair,seasonal_product_explorer,synthetic
PFD-001168,SVY-001843,GST-001843,BB-060,2024-02-17,Oat Milk Cortado,espresso,0,0,1,4,4,too_sweet,too_expensive,loyalty_regular,synthetic
PFD-001169,SVY-001844,GST-001844,BB-083,2024-02-17,Oat Milk Cortado,espresso,0,0,1,5,3,not_sweet_enough,good_value,occasional_guest,synthetic
PFD-001170,SVY-001845,GST-001845,BB-033,2024-04-23,Pumpkin Spice Latte,espresso,1,1,1,3,1,too_sweet,too_expensive,mobile_first_guest,synthetic
PFD-001171,SVY-001846,GST-001846,BB-050,2024-03-27,Blueberry Muffin,bakery,0,1,1,4,3,too_sweet,fair,loyalty_regular,synthetic
PFD-001172,SVY-001847,GST-001847,BB-059,2024-06-09,Caramel Macchiato,espresso,0,0,1,3,3,balanced,good_value,occasional_guest,synthetic
PFD-001173,SVY-001848,GST-001848,BB-011,2024-01-24,Turkey Sandwich,food,0,0,1,3,4,balanced,good_value,price_sensitive_guest,synthetic
PFD-001174,SVY-001849,GST-001849,BB-057,2024-04-20,Avocado Toast,food,0,0,1,4,5,too_sweet,fair,occasional_guest,synthetic
PFD-001175,SVY-001850,GST-001850,BB-090,2024-02-24,Seasonal Cold Brew,cold_brew,1,0,1,4,2,too_sweet,good_value,price_sensitive_guest,synthetic
PFD-001176,SVY-001851,GST-001851,BB-024,2024-03-17,Cold Brew,cold_brew,0,0,1,1,1,too_sweet,good_value,at_risk_guest,synthetic
PFD-001177,SVY-001852,GST-001852,BB-081,2024-04-20,Pumpkin Spice Latte,espresso,1,1,1,4,5,balanced,fair,mobile_first_guest,synthetic
PFD-001178,SVY-001853,GST-001853,BB-001,2024-03-18,Turkey Sandwich,food,0,1,1,4,2,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-001179,SVY-001855,GST-001855,BB-001,2024-02-01,Chai Tea Latte,tea,0,0,1,3,3,too_sweet,good_value,occasional_guest,synthetic
PFD-001180,SVY-001856,GST-001856,BB-031,2024-01-04,Seasonal Cold Brew,cold_brew,1,1,1,3,1,too_sweet,too_expensive,occasional_guest,synthetic
PFD-001181,SVY-001857,GST-001857,BB-045,2024-03-30,Caramel Macchiato,espresso,0,0,1,5,3,not_sweet_enough,too_expensive,occasional_guest,synthetic
PFD-001182,SVY-001858,GST-001858,BB-032,2024-04-03,Avocado Toast,food,0,0,1,5,3,not_sweet_enough,good_value,occasional_guest,synthetic
PFD-001183,SVY-001859,GST-001859,BB-027,2024-04-12,Oat Milk Cortado,espresso,0,1,1,2,3,too_sweet,too_expensive,occasional_guest,synthetic
PFD-001184,SVY-001860,GST-001860,BB-007,2024-04-04,Seasonal Cold Brew,cold_brew,1,1,1,4,2,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001185,SVY-001863,GST-001863,BB-087,2024-04-05,Blueberry Muffin,bakery,0,0,1,3,5,not_sweet_enough,fair,seasonal_product_explorer,synthetic
PFD-001186,SVY-001864,GST-001864,BB-038,2024-01-04,Chai Tea Latte,tea,0,0,1,5,4,too_sweet,fair,loyalty_regular,synthetic
PFD-001187,SVY-001865,GST-001865,BB-016,2024-05-14,Oat Milk Cortado,espresso,0,0,1,5,4,balanced,good_value,occasional_guest,synthetic
PFD-001188,SVY-001868,GST-001868,BB-076,2024-03-30,Avocado Toast,food,0,0,1,5,3,balanced,good_value,loyalty_regular,synthetic
PFD-001189,SVY-001869,GST-001869,BB-040,2024-05-21,Pumpkin Spice Latte,espresso,1,1,1,4,4,not_sweet_enough,fair,mobile_first_guest,synthetic
PFD-001190,SVY-001870,GST-001870,BB-019,2024-06-25,Pumpkin Spice Latte,espresso,1,1,1,4,1,too_sweet,good_value,loyalty_regular,synthetic
PFD-001191,SVY-001871,GST-001871,BB-045,2024-06-15,Nitro Cold Brew,cold_brew,0,0,1,1,2,balanced,fair,at_risk_guest,synthetic
PFD-001192,SVY-001872,GST-001872,BB-071,2024-04-06,Seasonal Cold Brew,cold_brew,1,0,1,4,2,too_sweet,too_expensive,loyalty_regular,synthetic
PFD-001193,SVY-001873,GST-001873,BB-047,2024-03-30,Seasonal Cold Brew,cold_brew,1,1,1,2,4,balanced,fair,seasonal_product_explorer,synthetic
PFD-001194,SVY-001874,GST-001874,BB-003,2024-06-03,Seasonal Cold Brew,cold_brew,1,1,1,3,2,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001195,SVY-001875,GST-001875,BB-078,2024-06-16,Turkey Sandwich,food,0,1,1,4,4,too_sweet,too_expensive,price_sensitive_guest,synthetic
PFD-001196,SVY-001876,GST-001876,BB-037,2024-05-11,Turkey Sandwich,food,0,0,1,2,4,too_sweet,fair,price_sensitive_guest,synthetic
PFD-001197,SVY-001877,GST-001877,BB-030,2024-01-28,Blueberry Muffin,bakery,0,0,1,3,2,too_sweet,fair,occasional_guest,synthetic
PFD-001198,SVY-001878,GST-001878,BB-035,2024-05-26,Seasonal Cold Brew,cold_brew,1,1,1,5,2,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-001199,SVY-001880,GST-001880,BB-031,2024-03-27,Cold Brew,cold_brew,0,0,1,4,3,not_sweet_enough,fair,occasional_guest,synthetic
PFD-001200,SVY-001882,GST-001882,BB-081,2024-06-20,Avocado Toast,food,0,0,1,2,2,balanced,fair,seasonal_product_explorer,synthetic
PFD-001201,SVY-001885,GST-001885,BB-057,2024-03-09,Pumpkin Spice Latte,espresso,1,1,1,3,1,balanced,fair,at_risk_guest,synthetic
PFD-001202,SVY-001886,GST-001886,BB-088,2024-02-13,Cold Brew,cold_brew,0,0,1,2,4,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-001203,SVY-001887,GST-001887,BB-069,2024-05-27,Caramel Macchiato,espresso,0,1,1,2,4,balanced,fair,mobile_first_guest,synthetic
PFD-001204,SVY-001888,GST-001888,BB-035,2024-02-15,Nitro Cold Brew,cold_brew,0,0,1,4,3,balanced,fair,mobile_first_guest,synthetic
PFD-001205,SVY-001891,GST-001891,BB-037,2024-06-05,Pumpkin Spice Latte,espresso,1,1,1,4,3,balanced,fair,at_risk_guest,synthetic
