guest_id,loyalty_member_flag,visit_frequency_30d,days_since_last_visit,promo_exposure_flag,promo_redeemed_flag,mobile_order_usage_rate,rewards_redemption_count,churn_risk_proxy,data_source
GST-002988,0,3,26,1,0,0.073,0,0.413,synthetic
GST-002989,1,5,17,0,1,0.47,1,0.097,synthetic
GST-002990,0,3,43,1,0,0.121,1,0.051,synthetic
GST-002991,0,0,32,0,0,0.199,0,0.249,synthetic
GST-002992,1,6,33,0,0,0.486,4,0.083,synthetic
GST-002993,1,4,23,1,0,0.97,0,0.209,synthetic
GST-002994,1,1,38,1,1,0.518,2,0.52,synthetic
GST-002995,1,5,15,1,0,0.208,4,0.303,synthetic
GST-002996,1,3,31,1,0,0.855,1,0.266,synthetic
GST-002997,1,6,27,1,0,0.547,2,0.197,synthetic
GST-002998,0,2,31,1,0,0.932,0,0.248,synthetic
GST-002999,1,4,32,1,1,0.235,3,0.133,synthetic
GST-003000,0,1,17,0,0,0.81,0,0.238,synthetic
GST-003001,0,0,17,0,0,0.29,0,0.155,synthetic
GST-003002,0,1,44,0,1,0.1,0,0.123,synthetic
GST-003003,1,5,37,1,0,0.432,2,0.06,synthetic
GST-003004,1,2,27,0,0,0.54,1,0.181,synthetic
GST-003005,0,1,6,0,0,0.442,0,0.143,synthetic
GST-003006,1,4,35,1,1,0.655,1,0.0,synthetic
GST-003007,0,1,25,1,0,0.895,0,0.0,synthetic
GST-003008,0,2,40,1,0,0.467,0,0.491,synthetic
GST-003009,1,4,37,0,1,0.41,2,0.133,synthetic
GST-003010,1,6,22,0,0,0.57,4,0.0,synthetic
GST-003011,1,5,9,1,1,1.0,4,0.22,synthetic
GST-003012,1,4,12,1,0,0.224,3,0.0,synthetic
GST-003013,1,3,22,0,0,0.475,2,0.11,synthetic
GST-003014,0,0,15,1,0,0.348,0,0.235,synthetic
GST-003015,1,4,14,0,0,0.531,3,0.223,synthetic
GST-003016,0,1,32,1,0,0.384,0,0.766,synthetic
GST-003017,0,3,23,1,0,0.358,0,0.502,synthetic
GST-003018,0,3,15,0,0,0.375,1,0.232,synthetic
GST-003019,1,2,1,0,1,0.329,2,0.0,synthetic
GST-003020,1,4,8,1,0,0.489,1,0.144,synthetic
GST-003021,1,4,36,1,0,0.608,3,0.138,synthetic
GST-003022,1,4,27,1,1,0.318,0,0.141,synthetic
GST-003023,1,9,23,0,0,0.292,1,0.255,synthetic
GST-003024,1,5,23,1,1,0.386,1,0.057,synthetic
GST-003025,1,2,15,1,0,0.466,2,0.0,synthetic
GST-003026,1,4,31,1,1,0.365,3,0.116,synthetic
GST-003027,0,1,17,1,0,0.487,0,0.037,synthetic
GST-003028,1,3,21,0,0,0.329,3,0.012,synthetic
GST-003029,1,3,38,1,1,0.397,0,0.265,synthetic
GST-003030,1,3,43,1,0,0.372,2,0.301,synthetic
GST-003031,0,3,32,1,1,1.0,0,0.258,synthetic
GST-003032,1,7,14,1,0,0.51,3,0.247,synthetic
GST-003033,0,1,8,1,0,0.183,0,0.248,synthetic
GST-003034,1,5,5,1,1,0.601,2,0.188,synthetic
GST-003035,1,5,16,1,1,0.619,1,0.079,synthetic
GST-003036,1,5,16,0,0,0.157,1,0.211,synthetic
GST-003037,1,3,11,1,0,0.582,2,0.0,synthetic
GST-003038,0,1,5,1,1,0.363,0,0.461,synthetic
GST-003039,0,3,1,1,0,0.439,0,0.25,synthetic
GST-003040,1,8,6,1,0,0.221,1,0.269,synthetic
GST-003041,1,5,9,0,0,0.38,4,0.0,synthetic
GST-003042,1,3,33,0,0,0.525,1,0.192,synthetic
GST-003043,0,0,4,1,0,0.25,0,0.165,synthetic
GST-003044,0,5,7,1,1,0.412,0,0.149,synthetic
GST-003045,0,0,2,0,1,0.432,0,0.035,synthetic
GST-003046,0,3,29,1,0,0.29,0,0.109,synthetic
GST-003047,0,1,3,1,0,1.0,1,0.017,synthetic
GST-003048,1,4,35,1,1,0.293,1,0.081,synthetic
GST-003049,1,4,42,0,1,0.638,2,0.0,synthetic
GST-003050,0,1,36,0,0,0.0,1,0.37,synthetic
GST-003051,0,3,2,1,0,0.43,0,0.035,synthetic
GST-003052,1,4,11,0,1,0.698,4,0.0,synthetic
GST-003053,0,1,13,0,1,0.333,0,0.455,synthetic
GST-003054,1,4,35,1,0,0.389,2,0.173,synthetic
GST-003055,1,5,39,0,1,0.791,3,0.0,synthetic
GST-003056,1,4,4,1,0,0.411,2,0.253,synthetic
GST-003057,0,0,16,1,0,0.868,0,0.13,synthetic
GST-003058,0,1,25,1,1,0.872,1,0.147,synthetic
GST-003059,0,1,11,1,0,0.385,0,0.61,synthetic
GST-003060,1,8,34,1,0,0.482,0,0.087,synthetic
GST-003061,1,6,14,1,0,0.248,2,0.414,synthetic
GST-003062,0,0,33,1,1,0.336,0,0.231,synthetic
GST-003063,0,2,43,1,0,0.241,0,0.252,synthetic
GST-003064,1,1,38,1,0,0.552,2,0.106,synthetic
GST-003065,0,1,2,1,0,0.193,0,0.0,synthetic
GST-003066,1,3,25,0,1,0.788,4,0.105,synthetic
GST-003067,1,5,8,0,1,1.0,2,0.105,synthetic
GST-003068,1,3,34,1,1,0.755,5,0.185,synthetic
GST-003069,1,2,4,1,1,0.842,4,0.195,synthetic
GST-003070,1,5,10,1,1,0.311,2,0.175,synthetic
GST-003071,1,3,5,0,0,0.431,1,0.355,synthetic
GST-003072,0,2,15,0,0,0.356,0,0.035,synthetic
GST-003073,1,2,41,1,1,0.476,5,0.049,synthetic
GST-003074,0,2,20,0,0,0.629,0,0.176,synthetic
GST-003075,0,1,6,1,0,0.094,1,0.465,synthetic
GST-003076,0,1,25,1,0,0.506,0,0.6,synthetic
GST-003077,1,7,23,1,0,0.462,0,0.035,synthetic
GST-003078,1,9,34,1,1,0.355,1,0.107,synthetic
GST-003079,1,6,1,0,1,0.361,2,0.146,synthetic
GST-003080,1,5,9,0,1,0.395,2,0.0,synthetic
GST-003081,0,1,29,0,0,0.871,2,0.105,synthetic
GST-003082,0,0,28,0,0,0.636,0,0.06,synthetic
GST-003083,0,2,22,1,0,0.363,2,0.59,synthetic
GST-003084,1,4,20,1,0,0.329,0,0.021,synthetic
GST-003085,0,0,13,1,0,0.422,0,0.132,synthetic
GST-003086,1,4,34,0,0,0.209,2,0.2,synthetic
GST-003087,1,4,27,0,0,0.543,3,0.045,synthetic
GST-003088,1,3,43,1,0,0.939,2,0.063,synthetic
GST-003089,1,3,34,0,0,0.416,4,0.0,synthetic
GST-003090,0,0,36,0,0,0.988,0,0.295,synthetic
GST-003091,1,4,11,0,0,0.224,4,0.603,synthetic
GST-003092,0,2,25,1,0,0.605,0,0.237,synthetic
GST-003093,1,4,42,1,0,0.999,3,0.316,synthetic
GST-003094,1,6,27,1,0,0.323,3,0.311,synthetic
GST-003095,0,1,10,1,0,0.851,0,0.052,synthetic
GST-003096,1,3,10,1,1,0.139,3,0.475,synthetic
GST-003097,0,0,31,1,0,0.598,1,0.308,synthetic
GST-003098,1,5,33,0,1,0.429,1,0.014,synthetic
GST-003099,0,0,41,1,0,0.449,0,0.057,synthetic
GST-003100,0,0,18,1,0,1.0,1,0.329,synthetic
GST-003101,1,5,1,1,0,0.537,0,0.068,synthetic
GST-003102,0,2,35,1,0,0.608,0,0.089,synthetic
GST-003103,1,5,33,0,1,0.479,3,0.0,synthetic
GST-003104,0,1,22,1,0,0.395,0,0.291,synthetic
GST-003105,1,4,19,1,0,0.852,0,0.146,synthetic
GST-003106,0,3,19,1,0,0.8,0,0.0,synthetic
GST-003107,0,0,2,1,0,0.0,0,0.0,synthetic
GST-003108,0,0,37,0,0,0.298,0,0.288,synthetic
GST-003109,1,3,32,0,1,0.965,1,0.135,synthetic
GST-003110,1,2,36,1,0,0.139,1,0.198,synthetic
GST-003111,0,1,21,1,0,0.581,0,0.537,synthetic
GST-003112,1,1,29,0,1,0.232,0,0.226,synthetic
GST-003113,1,4,43,1,0,0.499,2,0.0,synthetic
GST-003114,1,3,38,1,0,0.201,1,0.297,synthetic
GST-003115,1,2,6,0,0,1.0,2,0.117,synthetic
GST-003116,1,1,39,1,0,0.459,1,0.0,synthetic
GST-003117,0,1,7,0,0,0.39,0,0.154,synthetic
GST-003118,1,6,38,1,0,0.484,2,0.482,synthetic
GST-003119,1,3,14,1,0,0.335,3,0.132,synthetic
GST-003120,0,2,19,0,0,0.317,0,0.478,synthetic
GST-003121,1,1,19,0,0,0.063,2,0.21,synthetic
GST-003122,0,1,8,1,0,0.034,1,0.281,synthetic
GST-003123,1,9,44,1,1,0.359,2,0.273,synthetic
GST-003124,1,3,6,0,1,0.567,4,0.0,synthetic
GST-003125,1,5,8,0,0,0.446,1,0.0,synthetic
GST-003126,1,4,19,1,0,0.883,0,0.19,synthetic
GST-003127,1,5,2,1,0,0.383,2,0.0,synthetic
GST-003128,1,3,32,0,0,0.303,3,0.0,synthetic
GST-003129,1,5,24,0,0,0.964,3,0.248,synthetic
GST-003130,0,1,7,0,0,0.286,0,0.278,synthetic
GST-003131,1,3,2,0,0,0.389,2,0.094,synthetic
GST-003132,0,0,5,0,0,0.382,0,0.587,synthetic
GST-003133,0,0,22,0,0,0.373,1,0.164,synthetic
GST-003134,0,0,36,0,0,0.102,0,0.335,synthetic
GST-003135,1,4,2,0,0,0.578,2,0.0,synthetic
GST-003136,0,3,15,1,1,0.3,1,0.076,synthetic
GST-003137,1,7,35,0,0,0.541,0,0.037,synthetic
GST-003138,0,2,20,1,0,0.249,0,0.144,synthetic
GST-003139,0,2,5,0,0,0.413,0,0.504,synthetic
GST-003140,0,0,26,1,0,0.518,0,0.011,synthetic
GST-003141,1,6,5,0,1,0.361,1,0.074,synthetic
GST-003142,0,1,5,0,0,0.251,0,0.293,synthetic
GST-003143,1,4,8,1,0,0.422,2,0.619,synthetic
GST-003144,1,6,39,1,0,0.341,3,0.73,synthetic
GST-003145,1,5,33,1,0,0.421,1,0.07,synthetic
GST-003146,0,3,37,1,0,0.285,1,0.122,synthetic
GST-003147,1,2,34,1,1,0.812,1,0.353,synthetic
GST-003148,0,1,16,1,0,0.349,0,0.325,synthetic
GST-003149,1,5,40,1,1,0.189,0,0.203,synthetic
GST-003150,1,4,41,0,1,1.0,2,0.069,synthetic
GST-003151,1,3,1,0,0,0.301,0,0.156,synthetic
GST-003152,1,1,7,0,0,0.317,3,0.062,synthetic
GST-003153,1,4,42,1,0,0.811,1,0.073,synthetic
GST-003154,0,0,35,0,0,0.217,0,0.252,synthetic
GST-003155,1,4,12,1,1,0.837,1,0.0,synthetic
GST-003156,0,0,38,0,0,0.26,0,0.0,synthetic
GST-003157,1,5,4,0,0,0.38,2,0.062,synthetic
GST-003158,0,2,3,0,0,0.345,0,0.725,synthetic
GST-003159,0,0,20,1,1,0.692,0,0.272,synthetic
GST-003160,0,1,31,1,0,0.213,0,0.326,synthetic
GST-003161,0,2,18,0,0,0.42,1,0.179,synthetic
GST-003162,1,1,35,0,1,0.152,4,0.0,synthetic
GST-003163,0,0,7,1,0,0.404,0,0.254,synthetic
GST-003164,1,2,15,0,1,0.664,3,0.0,synthetic
GST-003165,0,3,4,1,1,0.861,2,0.0,synthetic
GST-003166,0,0,1,1,0,0.49,0,0.373,synthetic
GST-003167,0,1,26,1,0,0.298,0,0.128,synthetic
GST-003168,0,1,40,1,0,0.595,0,0.561,synthetic
GST-003169,1,2,5,1,0,0.71,3,0.058,synthetic
GST-003170,1,5,43,1,1,0.629,2,0.157,synthetic
GST-003171,0,1,44,1,0,0.407,0,0.122,synthetic
GST-003172,1,6,28,1,0,0.645,2,0.0,synthetic
GST-003173,1,5,9,0,0,0.332,4,0.0,synthetic
GST-003174,0,1,1,0,0,0.712,0,0.024,synthetic
GST-003175,0,1,8,0,0,0.352,0,0.221,synthetic
GST-003176,1,6,25,1,0,0.718,2,0.201,synthetic
GST-003177,0,0,15,1,0,0.437,0,0.411,synthetic
GST-003178,0,2,29,0,1,0.511,1,0.251,synthetic
GST-003179,1,4,5,0,0,0.43,2,0.108,synthetic
GST-003180,1,5,2,1,0,0.439,0,0.16,synthetic
GST-003181,0,0,25,1,0,0.448,0,0.089,synthetic
GST-003182,1,3,9,1,0,0.418,2,0.139,synthetic
GST-003183,1,7,41,1,0,0.333,2,0.119,synthetic
GST-003184,1,4,37,1,1,0.734,1,0.017,synthetic
GST-003185,1,4,28,1,0,0.312,1,0.12,synthetic
GST-003186,1,2,25,0,1,0.327,0,0.375,synthetic
GST-003187,1,2,15,1,0,1.0,4,0.257,synthetic
GST-003188,0,1,18,0,0,0.457,0,0.524,synthetic
GST-003189,1,5,44,1,0,0.307,3,0.171,synthetic
GST-003190,0,2,1,1,0,0.498,0,0.197,synthetic
GST-003191,0,1,28,1,0,0.842,0,0.142,synthetic
GST-003192,0,1,39,0,0,0.469,0,0.6,synthetic
GST-003193,1,0,6,0,0,0.451,2,0.404,synthetic
GST-003194,0,2,31,1,0,0.274,0,0.555,synthetic
GST-003195,1,3,35,1,0,0.416,2,0.184,synthetic
GST-003196,1,5,3,1,0,0.174,2,0.0,synthetic
GST-003197,1,6,29,1,0,0.224,4,0.128,synthetic
GST-003198,0,0,44,1,0,1.0,1,0.371,synthetic
GST-003199,0,2,39,1,0,0.291,0,0.656,synthetic
GST-003200,0,0,35,1,0,0.381,1,0.495,synthetic
GST-003201,1,2,38,1,0,0.246,4,0.205,synthetic
GST-003202,1,4,6,1,1,0.421,4,0.058,synthetic
GST-003203,0,2,3,1,1,0.104,0,0.282,synthetic
GST-003204,0,1,32,0,0,0.282,0,0.117,synthetic
GST-003205,0,2,5,0,0,0.317,1,0.128,synthetic
GST-003206,0,1,33,1,0,0.44,0,0.585,synthetic
GST-003207,1,2,1,0,0,0.437,0,0.377,synthetic
GST-003208,1,2,17,1,0,0.224,0,0.18,synthetic
GST-003209,1,6,8,1,1,0.55,2,0.131,synthetic
GST-003210,1,5,20,1,0,0.442,0,0.0,synthetic
GST-003211,1,5,18,0,1,0.394,3,0.104,synthetic
GST-003212,0,0,17,0,0,0.004,0,0.362,synthetic
GST-003213,0,2,24,0,0,0.541,1,0.236,synthetic
GST-003214,0,2,14,1,0,0.199,0,0.09,synthetic
GST-003215,1,9,34,1,0,0.394,2,0.234,synthetic
GST-003216,0,0,38,0,0,0.093,0,0.368,synthetic
GST-003217,0,3,36,0,0,0.457,0,0.439,synthetic
GST-003218,0,0,11,1,1,0.355,0,0.359,synthetic
GST-003219,1,1,19,0,1,0.218,0,0.232,synthetic
GST-003220,1,6,9,0,0,0.446,1,0.0,synthetic
GST-003221,0,1,42,1,0,0.824,0,0.172,synthetic
GST-003222,1,2,18,1,0,0.803,2,0.003,synthetic
GST-003223,1,3,24,0,0,0.605,0,0.0,synthetic
GST-003224,1,2,37,0,0,0.166,0,0.259,synthetic
GST-003225,0,0,9,1,0,0.371,1,0.212,synthetic
GST-003226,0,1,21,0,0,1.0,0,0.1,synthetic
GST-003227,1,4,44,0,0,0.543,2,0.283,synthetic
GST-003228,1,4,30,1,0,0.424,1,0.239,synthetic
GST-003229,0,1,22,0,0,0.587,0,0.508,synthetic
GST-003230,0,0,25,1,0,0.341,0,0.185,synthetic
GST-003231,0,5,17,0,0,0.298,0,0.411,synthetic
GST-003232,1,3,7,0,1,0.532,3,0.352,synthetic
GST-003233,1,4,40,1,0,0.189,1,0.312,synthetic
GST-003234,0,4,33,1,0,0.499,0,0.423,synthetic
GST-003235,0,1,40,0,0,0.786,0,0.309,synthetic
GST-003236,0,4,44,1,1,0.324,0,0.854,synthetic
GST-003237,0,0,33,0,0,0.537,0,0.074,synthetic
GST-003238,0,0,2,1,1,0.889,0,0.125,synthetic
GST-003239,1,3,12,0,0,0.478,4,0.065,synthetic
GST-003240,1,6,30,1,1,0.221,2,0.0,synthetic
GST-003241,0,3,8,1,1,0.337,0,0.356,synthetic
GST-003242,1,2,9,1,0,0.52,0,0.24,synthetic
GST-003243,1,2,14,1,1,0.538,4,0.111,synthetic
GST-003244,1,4,13,0,0,0.367,2,0.016,synthetic
GST-003245,1,5,18,1,1,0.541,0,0.088,synthetic
GST-003246,0,0,11,0,0,0.353,1,0.109,synthetic
GST-003247,1,4,17,0,1,1.0,0,0.042,synthetic
GST-003248,1,9,2,1,0,0.239,3,0.078,synthetic
GST-003249,0,1,27,0,0,0.353,0,0.392,synthetic
GST-003250,0,1,16,1,0,0.476,0,0.132,synthetic
GST-003251,0,1,5,0,0,0.919,0,0.181,synthetic
GST-003252,1,4,7,0,1,0.35,1,0.232,synthetic
GST-003253,1,1,2,1,0,0.464,3,0.118,synthetic
GST-003254,0,2,18,1,0,0.443,0,0.157,synthetic
GST-003255,1,2,11,0,0,0.341,6,0.411,synthetic
GST-003256,1,4,22,1,0,0.509,2,0.088,synthetic
GST-003257,1,3,21,0,0,0.531,1,0.04,synthetic
GST-003258,0,1,9,1,0,0.447,1,0.364,synthetic
GST-003259,1,6,4,1,0,0.449,2,0.0,synthetic
GST-003260,0,0,24,0,0,0.277,1,0.097,synthetic
GST-003261,0,1,43,0,0,0.281,0,0.092,synthetic
GST-003262,1,2,23,1,1,0.424,0,0.049,synthetic
GST-003263,1,5,20,0,1,0.412,1,0.0,synthetic
GST-003264,0,0,3,1,0,0.018,0,0.344,synthetic
GST-003265,1,4,23,1,0,0.359,1,0.027,synthetic
GST-003266,0,1,16,0,0,1.0,1,0.205,synthetic
GST-003267,0,1,14,1,0,0.876,0,0.388,synthetic
GST-003268,1,2,35,1,1,0.918,1,0.064,synthetic
GST-003269,0,1,32,1,0,0.645,0,0.291,synthetic
GST-003270,1,5,3,0,0,0.375,2,0.041,synthetic
GST-003271,1,2,4,0,0,0.316,1,0.0,synthetic
GST-003272,0,1,17,0,0,0.345,0,0.641,synthetic
GST-003273,0,3,39,1,1,0.27,2,0.508,synthetic
GST-003274,0,4,24,0,0,0.782,0,0.218,synthetic
GST-003275,0,2,7,1,0,0.298,0,0.194,synthetic
GST-003276,0,0,10,0,0,0.445,0,0.084,synthetic
GST-003277,1,5,44,1,0,0.551,3,0.547,synthetic
GST-003278,1,5,39,0,1,0.302,5,0.181,synthetic
GST-003279,0,2,2,1,0,0.254,0,0.349,synthetic
GST-003280,0,2,14,0,1,0.76,1,0.233,synthetic
GST-003281,1,3,41,0,0,0.245,3,0.227,synthetic
GST-003282,1,2,42,1,0,0.321,0,0.536,synthetic
GST-003283,1,2,18,1,0,0.268,4,0.185,synthetic
GST-003284,1,4,16,0,0,0.417,1,0.185,synthetic
GST-003285,0,1,29,1,0,0.266,0,0.259,synthetic
GST-003286,0,2,16,1,0,0.37,1,0.038,synthetic
GST-003287,0,1,19,0,0,0.274,0,0.0,synthetic
GST-003288,1,5,22,0,1,0.357,2,0.142,synthetic
GST-003289,0,1,20,0,0,0.407,0,0.217,synthetic
GST-003290,1,3,14,1,0,0.561,3,0.117,synthetic
GST-003291,0,2,37,1,0,0.227,0,0.245,synthetic
GST-003292,1,4,34,1,0,0.631,3,0.203,synthetic
GST-003293,1,3,6,1,0,0.403,3,0.0,synthetic
GST-003294,1,10,20,0,0,0.548,1,0.0,synthetic
GST-003295,1,3,25,0,0,0.235,1,0.385,synthetic
GST-003296,0,1,31,0,0,0.755,0,0.077,synthetic
GST-003297,0,3,22,1,1,0.648,0,0.73,synthetic
GST-003298,0,2,39,0,0,0.346,1,0.492,synthetic
GST-003299,1,6,3,0,1,0.581,2,0.208,synthetic
GST-003300,0,2,23,1,0,0.692,0,0.102,synthetic
GST-003301,0,3,16,0,0,0.222,0,0.187,synthetic
GST-003302,0,1,6,1,0,0.277,0,0.162,synthetic
GST-003303,0,1,18,1,0,0.514,0,0.153,synthetic
GST-003304,1,5,34,1,0,0.114,1,0.174,synthetic
GST-003305,0,2,36,1,0,0.484,0,0.28,synthetic
GST-003306,1,3,33,0,0,0.282,3,0.291,synthetic
GST-003307,0,1,5,0,0,0.326,0,0.593,synthetic
GST-003308,1,4,18,0,0,0.482,4,0.065,synthetic
GST-003309,1,5,9,1,0,0.333,1,0.685,synthetic
GST-003310,1,4,19,0,1,0.049,3,0.15,synthetic
GST-003311,1,2,10,1,1,0.478,0,0.151,synthetic
GST-003312,0,3,14,1,0,1.0,0,0.13,synthetic
GST-003313,0,1,2,1,0,0.049,0,0.228,synthetic
GST-003314,0,0,31,0,0,0.446,0,0.302,synthetic
GST-003315,0,1,14,1,0,0.195,0,0.228,synthetic
GST-003316,1,6,34,0,0,0.037,2,0.277,synthetic
GST-003317,0,2,21,0,0,0.362,0,0.307,synthetic
GST-003318,1,4,35,0,0,0.447,3,0.0,synthetic
GST-003319,1,7,22,0,1,0.88,2,0.178,synthetic
GST-003320,0,3,26,1,0,0.279,1,0.186,synthetic
GST-003321,1,2,42,1,1,0.342,1,0.019,synthetic
GST-003322,0,1,42,1,0,0.421,0,0.154,synthetic
GST-003323,0,0,10,0,0,0.32,0,0.587,synthetic
GST-003324,1,3,18,1,1,1.0,3,0.206,synthetic
GST-003325,1,4,2,1,0,0.426,1,0.049,synthetic
GST-003326,1,3,2,0,1,0.653,4,0.206,synthetic
GST-003327,0,0,42,0,0,0.074,0,0.183,synthetic
GST-003328,1,9,31,1,1,0.563,3,0.185,synthetic
GST-003329,0,3,5,1,0,0.313,1,0.31,synthetic
GST-003330,0,4,44,0,0,0.403,0,0.223,synthetic
GST-003331,0,0,44,1,0,0.556,0,0.688,synthetic
GST-003332,1,3,44,0,0,0.445,1,0.533,synthetic
GST-003333,0,2,13,0,0,1.0,1,0.146,synthetic
GST-003334,0,2,1,1,0,0.404,0,0.186,synthetic
GST-003335,0,2,15,1,0,0.343,0,0.228,synthetic
GST-003336,1,5,25,0,0,0.438,2,0.564,synthetic
GST-003337,1,4,20,0,0,0.667,2,0.052,synthetic
GST-003338,0,2,42,1,0,0.248,0,0.273,synthetic
GST-003339,1,2,17,0,1,0.46,1,0.204,synthetic
GST-003340,0,1,13,1,0,0.276,0,0.244,synthetic
GST-003341,1,4,11,1,0,0.451,5,0.127,synthetic
GST-003342,0,1,43,1,0,0.105,0,0.106,synthetic
GST-003343,1,3,29,0,1,0.643,2,0.09,synthetic
GST-003344,1,4,26,0,0,0.459,1,0.217,synthetic
GST-003345,1,4,24,0,0,0.458,0,0.07,synthetic
GST-003346,1,4,34,1,1,0.45,1,0.249,synthetic
GST-003347,0,1,40,1,0,0.188,0,0.402,synthetic
GST-003348,1,8,39,1,1,0.489,1,0.335,synthetic
GST-003349,1,6,39,1,1,0.804,1,0.0,synthetic
GST-003350,0,3,4,1,0,0.318,0,0.246,synthetic
GST-003351,0,0,29,1,0,0.648,0,0.121,synthetic
GST-003352,1,4,17,0,1,0.719,2,0.052,synthetic
GST-003353,1,0,14,0,0,0.46,1,0.234,synthetic
GST-003354,1,6,27,1,0,0.57,0,0.0,synthetic
GST-003355,0,1,13,1,0,0.235,0,0.244,synthetic
GST-003356,0,1,35,1,0,0.801,0,0.263,synthetic
GST-003357,0,0,19,1,0,0.689,1,0.526,synthetic
GST-003358,1,4,19,0,0,0.063,3,0.315,synthetic
GST-003359,1,4,43,1,1,0.421,1,0.0,synthetic
GST-003360,0,4,10,0,0,0.278,0,0.16,synthetic
GST-003361,0,1,1,1,0,0.435,0,0.273,synthetic
GST-003362,1,4,35,0,1,0.807,1,0.243,synthetic
GST-003363,1,3,23,1,0,0.294,2,0.576,synthetic
GST-003364,0,0,3,1,0,0.131,0,0.115,synthetic
GST-003365,1,6,19,1,0,0.756,1,0.271,synthetic
GST-003366,1,2,11,1,0,0.508,1,0.227,synthetic
GST-003367,0,1,39,1,0,0.439,0,0.576,synthetic
GST-003368,1,6,2,0,1,0.401,0,0.018,synthetic
GST-003369,1,2,32,1,1,0.495,1,0.686,synthetic
GST-003370,1,5,8,0,0,0.491,0,0.117,synthetic
GST-003371,0,4,23,0,0,0.419,0,0.206,synthetic
GST-003372,1,2,40,1,1,0.414,3,0.0,synthetic
GST-003373,1,2,40,0,1,0.736,0,0.17,synthetic
GST-003374,1,1,1,1,1,0.388,3,0.15,synthetic
GST-003375,1,7,23,1,1,0.874,1,0.184,synthetic
GST-003376,1,4,3,1,1,0.714,1,0.71,synthetic
GST-003377,0,1,18,0,0,0.519,0,0.0,synthetic
GST-003378,1,4,28,1,1,0.631,4,0.202,synthetic
GST-003379,0,2,13,1,0,0.473,0,0.145,synthetic
GST-003380,1,3,23,1,1,0.269,1,0.071,synthetic
GST-003381,0,0,7,1,0,0.176,0,0.489,synthetic
GST-003382,1,7,2,0,1,0.511,5,0.002,synthetic
GST-003383,1,4,9,1,0,0.546,4,0.549,synthetic
GST-003384,1,6,36,0,0,0.513,0,0.268,synthetic
GST-003385,0,0,1,0,0,0.505,0,0.276,synthetic
GST-003386,1,4,9,0,1,0.447,2,0.239,synthetic
GST-003387,0,1,30,1,1,0.611,1,0.032,synthetic
GST-003388,0,1,39,0,0,0.487,0,0.403,synthetic
GST-003389,1,6,19,1,0,0.306,2,0.266,synthetic
GST-003390,1,5,3,0,0,0.078,2,0.039,synthetic
GST-003391,0,1,16,0,0,0.538,0,0.214,synthetic
GST-003392,1,6,26,1,1,0.301,3,0.188,synthetic
GST-003393,1,4,3,0,0,0.328,4,0.637,synthetic
GST-003394,1,8,35,1,0,0.113,3,0.437,synthetic
GST-003395,0,0,30,0,0,0.382,2,0.511,synthetic
GST-003396,0,1,27,1,0,0.356,0,0.187,synthetic
GST-003397,1,3,21,0,0,0.692,1,0.028,synthetic
GST-003398,0,0,21,0,0,0.334,0,0.018,synthetic
GST-003399,0,2,33,1,0,0.029,0,0.317,synthetic
GST-003400,1,7,6,1,1,0.887,3,0.146,synthetic
GST-003401,0,2,8,0,0,0.217,0,0.281,synthetic
GST-003402,0,1,41,1,0,0.364,0,0.201,synthetic
GST-003403,1,5,10,0,1,0.453,2,0.464,synthetic
GST-003404,0,0,25,1,1,0.371,0,0.197,synthetic
GST-003405,1,4,13,1,1,0.495,1,0.42,synthetic
GST-003406,0,2,24,1,1,0.231,0,0.042,synthetic
GST-003407,0,3,2,0,1,0.284,0,0.647,synthetic
GST-003408,1,3,32,1,1,0.366,3,0.076,synthetic
GST-003409,0,1,38,0,0,0.381,0,0.1,synthetic
GST-003410,1,2,21,0,0,0.62,3,0.091,synthetic
GST-003411,1,8,15,0,1,1.0,4,0.084,synthetic
GST-003412,0,0,41,1,0,0.542,1,0.404,synthetic
GST-003413,1,8,28,0,0,0.828,0,0.208,synthetic
GST-003414,1,1,1,1,0,0.274,4,0.144,synthetic
GST-003415,0,0,18,0,0,0.217,1,0.004,synthetic
GST-003416,1,6,13,1,0,0.443,2,0.027,synthetic
GST-003417,0,0,23,0,0,0.301,0,0.148,synthetic
GST-003418,1,5,2,1,1,1.0,1,0.206,synthetic
GST-003419,0,1,2,1,0,0.272,0,0.214,synthetic
GST-003420,0,2,10,1,0,1.0,1,0.174,synthetic
GST-003421,0,3,3,0,0,0.322,0,0.595,synthetic
GST-003422,1,7,32,1,0,0.713,3,0.129,synthetic
GST-003423,0,3,31,1,0,0.191,0,0.306,synthetic
GST-003424,0,3,19,1,0,0.417,0,0.544,synthetic
GST-003425,0,2,14,1,0,0.521,0,0.149,synthetic
GST-003426,1,5,27,1,0,0.673,2,0.153,synthetic
GST-003427,1,4,21,1,0,0.531,2,0.043,synthetic
GST-003428,1,4,34,1,0,0.05,4,0.299,synthetic
GST-003429,1,2,3,1,0,0.637,1,0.086,synthetic
GST-003430,1,2,29,1,1,0.607,4,0.0,synthetic
GST-003431,1,5,34,1,0,0.643,2,0.194,synthetic
GST-003432,1,1,20,1,0,1.0,1,0.074,synthetic
GST-003433,1,2,17,1,0,0.344,4,0.0,synthetic
GST-003434,0,2,37,0,0,0.459,0,0.059,synthetic
GST-003435,0,3,35,1,0,0.353,1,0.287,synthetic
